Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2016,9005,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2019,9662,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2017,9230,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2018,9448,,,,,
LSB: Survival under 1 year (Estimated),0803 Hongsa,2020,607,,,,,
LSB: Survival under 1 year (Estimated),0803 Hongsa,2023,562,,,,,
LSB: Survival under 1 year (Estimated),0803 Hongsa,2022,576,,,,,
LSB: Survival under 1 year (Estimated),0803 Hongsa,2021,593,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2017,4917,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2016,4764,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2015,4617,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2019,5260,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2018,5082,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2018,552,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2021,6133,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2017,562,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2022,6228,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2023,6329,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2016,540,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2022,10286,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2023,10488,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2020,9873,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1205 Nyommalat,2021,10081,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2020,6039,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2019,541,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2020,1987,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2021,1971,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2022,1954,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2023,1935,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2021,516,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2018,5846,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2019,5940,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2020,529,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2015,5565,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2016,5657,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0802 Khop,2017,5748,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2023,501,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0505 Paktha,2022,507,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2020,324,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2021,324,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1202 Mahaxai,2022,860,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1202 Mahaxai,2021,869,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1202 Mahaxai,2023,853,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2022,324,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1202 Mahaxai,2020,885,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2023,324,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2019,325,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2015,10456,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2016,10743,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2017,11027,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2018,11306,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2019,11595,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2017,2009,,,,,
LSB: Children under 5 years (Estimated),0205 Bounnua,2019,2519,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2018,2004,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2019,1997,,,,,
LSB: Children under 5 years (Estimated),0205 Bounnua,2017,2723,,,,,
LSB: Children under 5 years (Estimated),0205 Bounnua,2018,2625,,,,,
LSB: Children under 5 years (Estimated),0205 Bounnua,2015,2916,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2020,11890,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2021,12184,,,,,
LSB: Children under 5 years (Estimated),0205 Bounnua,2016,2819,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2015,2187,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2022,12488,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1315 Phalanxai,2023,12796,,,,,
LSB: Survival under 1 year (Estimated),1308 Songkhon,2016,2012,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2017,326,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2018,325,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1009 Viangkham (Vientiane),2016,331,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1705 Phouvong,2023,4285,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1705 Phouvong,2022,4198,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2023,17040,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2022,16861,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2021,16675,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2020,16482,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2020,28361,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2021,28649,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2022,28920,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2015,7161,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2023,29177,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2018,7350,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2019,7426,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2016,7223,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2017,7285,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2020,544,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2022,547,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2021,546,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2016,15608,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2015,15378,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2023,556,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2019,16276,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2018,16059,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1002 Thoulakhom,2017,15837,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2016,8007,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2017,8152,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2015,7868,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2017,542,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2020,16737,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2016,538,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2019,545,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2018,544,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2023,17389,,,,,
LSB: Survival under 1 year (Estimated),1802 Thathom,2015,562,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2022,17177,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2021,16956,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2017,16049,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2016,15803,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2015,15544,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2019,16506,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1311 Xaibouli,2018,16278,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2018,27748,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2019,28058,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2021,7597,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2022,7693,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2020,7505,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0610 Viangkham (Louangphabang),2023,7786,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2015,26709,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2016,27076,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1308 Songkhon,2017,27421,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2020,5439,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2015,1051,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2023,6028,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2017,941,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2022,5826,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1503 Dakchung,2021,5629,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2016,938,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2019,941,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2018,942,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2019,701,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2018,702,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2017,703,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2016,875,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2022,940,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2021,940,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1601 Pakxe,2018,21698,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2023,939,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1601 Pakxe,2019,21970,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2022,699,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2021,697,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2020,699,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1601 Pakxe,2016,21086,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1601 Pakxe,2017,21396,,,,,
LSB: Survival under 1 year (Estimated),1303 Atsaphangthong,2020,939,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1601 Pakxe,2015,20763,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2018,8302,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2019,8448,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1007 Xanakham,2023,699,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2020,8594,,,,,
LSB: Population (Estimated-single age),0606 Ngoy,2018,30925,,,,,
LSB: Population (Estimated-single age),0606 Ngoy,2017,30858,,,,,
LSB: Population (Estimated-single age),0606 Ngoy,2016,30803,,,,,
LSB: Population (Estimated-single age),0606 Ngoy,2015,30750,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2023,9004,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2021,8736,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0108 Sangthong,2022,8868,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2017,579,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2016,588,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2019,560,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2018,570,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2023,13390,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2021,13280,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2022,13343,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2020,13206,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2015,17710,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2020,46187,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2021,46879,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2015,630,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2022,47560,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2017,18316,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2023,48234,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2016,18020,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2019,910,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2016,12809,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2018,946,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2017,12925,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2017,983,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2015,12679,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2016,981,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2017,44093,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2018,44811,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2019,45515,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2020,19114,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2022,19594,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2020,550,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2021,19359,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2022,527,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2015,42594,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2021,539,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2023,19826,,,,,
LSB: Population (Estimated-single age),1006 Fuang,2016,43338,,,,,
LSB: Survival under 1 year (Estimated),0906 Phoukout,2023,515,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2019,18858,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1607 Champasak,2018,18595,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2022,834,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1803 Longcheng,2016,2021,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2021,830,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1803 Longcheng,2017,2101,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1803 Longcheng,2018,2193,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2020,871,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1803 Longcheng,2019,2278,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2018,13028,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1004 Kasi,2023,839,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1314 Xaiphouthong,2019,13122,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1803 Longcheng,2015,1938,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2020,1819,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2021,1776,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2022,1751,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2023,1722,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2015,8767,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2018,9561,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2019,9832,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2016,9028,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2017,9294,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2016,1594,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2017,1916,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2018,1890,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0105 Naxaythong,2019,1857,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2023,10938,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2021,10382,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2022,10661,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1501 Lamam,2020,10104,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2021,7264,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1106 Viangthong,2020,8735,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2022,7323,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1106 Viangthong,2021,8970,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2020,7196,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2023,3141,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2022,3067,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2021,2996,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2020,2921,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2015,6755,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1106 Viangthong,2022,9203,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1106 Viangthong,2023,9443,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2018,7036,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2019,7123,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2016,6853,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0708 Et,2017,6946,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2019,2852,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2016,2648,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1107 Xaichamphon,2015,2577,,,,,
